tag,frequency,fandom_specific,category
Blood and Injury,7,FALSE,Dark
Blood and Violence,2,FALSE,Dark
Blow Jobs,19,FALSE,Sex
Blowjobs,3,FALSE,Sex
Blushing,2,FALSE,Fluff
Body Horror,3,FALSE,Dark
Body Swap,2,FALSE,Magic
Body Worship,2,FALSE,Sex
Bodyguard Bucky Barnes,2,TRUE,Fandom
Bondage,7,FALSE,Sex
Bonding,8,FALSE,Romance
Bottom Bucky,2,TRUE,Fandom
Bottom Bucky Barnes,4,TRUE,Fandom
Bottom Peter,2,TRUE,Fandom
Bottom Peter Parker,5,TRUE,Fandom
Bottom Peter Parker/Top Wade Wilson,2,TRUE,Fandom
Bottom Steve,3,TRUE,Fandom
Bottom Steve Rogers,4,TRUE,Fandom
Bottom Tony,2,TRUE,Fandom
Bottom Tony Stark,7,TRUE,Fandom
Brainwashing,8,FALSE,Dark
Brazilian Percy Jackson,3,TRUE,Fandom
Breaking the Fourth Wall,2,FALSE,Meta
breaking up,2,FALSE,Angst
Breathplay,4,FALSE,Sex
Breeding Kink,3,FALSE,Sex
Broken Bones,5,FALSE,Angst
Brotherhood,2,FALSE,Family
Bruce Banner & Tony Stark Friendship,3,TRUE,Fandom
Bruce Banner Is a Good Bro,4,TRUE,Fandom
Bruce Wayne is a Good Parent,3,TRUE,Fandom
Bucky Barnes & Winter Soldier are Different Personalities,2,TRUE,Fandom
Bucky Barnes Feels,22,TRUE,Fandom
Bucky Barnes Has Issues,4,TRUE,Fandom
Bucky Barnes Is a Good Bro,5,TRUE,Fandom
Bucky Barnes Needs a Hug,18,TRUE,Fandom
Bucky Barnes Recovering,13,TRUE,Fandom
Bucky Barnes Remembers,3,TRUE,Fandom
Bucky Barnes Returns,2,TRUE,Fandom
Bucky Barnes-centric,6,TRUE,Fandom
Bucky Barnes's Metal Arm,5,TRUE,Fandom
Bucky has issues,2,TRUE,Fandom
Bully Flash Thompson,5,TRUE,Fandom
Bullying,10,FALSE,Dark
but not really,4,FALSE,Meta 
Butt Plugs,2,FALSE,Sex
Butterfly Effect,2,FALSE,Other
Cancer,2,FALSE,Dark
Cannibalism,2,FALSE,Dark
Canon Compliant,11,FALSE,Canon
Canon Disabled Character,6,FALSE,Canon
Canon Divergence,4,FALSE,Canon
Canon Divergence - Avengers: Age of Ultron (Movie),3,TRUE,Fandom
Canon Divergence - Avengers: Endgame (Movie),5,TRUE,Fandom
Canon Divergence - Captain America: Civil War (Movie),4,TRUE,Fandom
Canon Divergence - Captain America: The Winter Soldier,4,TRUE,Fandom
Canon Divergence - Post-Captain America: Civil War (Movie),5,TRUE,Fandom
Canon Divergence - Post-Captain America: The Winter Soldier,2,TRUE,Fandom
Canon Divergence - Post-Harry Potter and the Deathly Hallows,2,FALSE,Alterate Universe
Canon Divergence - Thor (2011),2,TRUE,Fandom
Canon Universe,3,FALSE,Canon
Canon-Typical Violence,58,FALSE,Canon
Canonical Character Death,6,TRUE,Fandom
Cap_Ironman Holiday Gift Exchange 2015,2,TRUE,Fandom
Captain America Steve Rogers/Modern Bucky Barnes,8,TRUE,Fandom
Captain America: Civil War (Movie),3,TRUE,Fandom
Captain America: Civil War (Movie) Spoilers,3,TRUE,Fandom
Captain America: The First Avenger,2,TRUE,Fandom
Captain America: The Winter Soldier Compliant,3,TRUE,Fandom
Captain America: The Winter Soldier Spoilers,2,TRUE,Fandom
Caretaking,2,FALSE,Family
Caring Bucky Barnes,2,TRUE,Fandom
Caught,2,FALSE,Angst
Caught in the Act,2,FALSE,Sex
Ceiling Vent Clint Barton,7,TRUE,Fandom
Character Death,9,TRUE,Fandom
Character Development,3,FALSE,Meta 
Character Study,2,FALSE,Meta 
Charles Is a Darling,2,FALSE,Other
Charles Xavier has a Ph.D in Adorable,2,TRUE,Fandom
Chatting & Messaging,2,FALSE,Meta 
Child Abandonment,2,FALSE,Angst
Child Abuse,13,FALSE,Abuse
Child Death,2,TRUE,Fandom
Child Harry Potter,2,TRUE,Fandom
Child Soldiers,3,FALSE,Action
Choking,2,FALSE,Sex
Christmas,2,FALSE,Other
Civil War fallout,2,TRUE,Fandom
Civil War Fix-It,11,FALSE,Alternate Universe
civil war never happened,4,FALSE,Alternate Universe
Civil War Team Iron Man,71,TRUE,Fandom
Cliche,2,FALSE,Meta
Clint Barton & Natasha Romanov Friendship,2,TRUE,Fandom
Clint Barton & Tony Stark Friendship,2,TRUE,Fandom
Clint Barton Is a Good Bro,4,TRUE,Fandom
Clint Barton Needs a Hug,3,TRUE,Fandom
Clint Is a Good Bro,4,TRUE,Fandom
Cloak of Levitation (Marvel),6,TRUE,Fandom
Cock Warming,2,FALSE,Sex
Cock-Blocking,2,FALSE,Sex
Codependency,2,FALSE,Angst
Coffee,2,FALSE,Other
Collars,2,FALSE,Sex
Come Eating,4,FALSE,Sex
Come Inflation,2,FALSE,Sex
Come Swallowing,2,FALSE,Sex
Comedy,3,FALSE,Fluff
Comfort,6,FALSE,Angst
Comic Book Science,8,FALSE,Meta
Coming In Pants,2,FALSE,Sex
Coming Out,12,FALSE,Romance
Communication,3,FALSE,Meta 
Community: avengerkink,2,TRUE,Fandom
Community: cap_ironman,3,TRUE,Fandom
Community: daredevilkink,2,FALSE,Sex
Community: norsekink,2,FALSE,Sex
Competence Kink,2,FALSE,Sex
Competent Tony Stark,2,TRUE,Fandom
Complete,10,FALSE,Meta 
complete fic,2,FALSE,Meta 
Complicated Relationships,2,FALSE,Angst
compliments,2,FALSE,Romance
Confident Peter Parker,2,TRUE,Fandom
Confusion,7,FALSE,Mental Health
Consent is Sexy,2,FALSE,Sex
Consent Issues,4,FALSE,Sex
Consequences,7,TRUE,Fandom
conspiracy videos,3,FALSE,Meta
Contracts,2,FALSE,Other
Coulson Lives,4,FALSE,Meta 
Courting Rituals,2,FALSE,Romance
Courtroom Drama,2,FALSE,Meta 
Courtship,6,FALSE,Romance
Crack,29,FALSE,Substance
crack adjacent,2,FALSE,Substance
Crack Treated Seriously,15,FALSE,Substance
Cross-Posted on FanFiction.Net,3,FALSE,Meta 
Cross-Posted on Wattpad,4,TRUE,Fandom
Crossdressing,2,FALSE,Other
Crossover,24,FALSE,Alternate Universe
Crossover Pairings,2,FALSE,Alternate Universe
Crossovers & Fandom Fusions,4,FALSE,Alternate Universe
Crush at First Sight,2,FALSE,Romance
Crygasms,2,FALSE,Sex
Crying,7,FALSE,Angst
Cryptid Peter Parker,2,TRUE,Fandom
Cuddling,13,FALSE,Romance
Cuddling & Snuggling,21,FALSE,Romance
Cultural Differences,2,FALSE,Angst
Cunnilingus,3,FALSE,Sex
cursing,10,FALSE,Meta 
Cute,4,FALSE,Fluff
Cute Kids,3,FALSE,Family
Cute Morgan Stark (Marvel Cinematic Universe),3,TRUE,Fandom
dad tony stark,3,TRUE,Fandom
Dad!Tony,8,TRUE,Fandom
Daddy Issues,3,FALSE,Mental Health
Daddy Kink,9,FALSE,Sex
Daily Bugle,2,FALSE,Other
Darcy Lewis's Taser,2,TRUE,Fandom
Dark Harry Potter,2,TRUE,Fandom
Dark Tony Stark,2,TRUE,Fandom
Dating,6,FALSE,Romance
De-Aged Tony Stark,3,TRUE,Fandom
Dead Aunt May,2,TRUE,Fandom
Dead Dove: Do Not Eat,2,FALSE,Meta 
Dead May Parker (Spider-Man),10,TRUE,Fandom
Deadpool being Deadpool,5,TRUE,Fandom
Deadpool Thought Boxes,3,TRUE,Fandom
Deaf Character,3,FALSE,Other
Deaf Clint Barton,15,TRUE,Fandom
Denial,2,FALSE,Angst
Depressed Peter Parker,2,TRUE,Fandom
Depression,17,FALSE,Mental Health
Developing Friendships,3,FALSE,Family
Developing Relationship,15,FALSE,Romance
Dialogue Heavy,2,FALSE,Meta
Dick Grayson is a Good Parent,2,TRUE,Fandom
Dick Grayson is Richard Parker,2,TRUE,Fandom
Dick Pics,3,FALSE,Sex
Dildos,2,FALSE,Sex
Dimension Travel,11,FALSE,Alternate Universe
Diplomacy,2,FALSE,Meta
Dirty Talk,20,FALSE,Sex
Disability,3,FALSE,Other
Disabled Character,2,FALSE,Other
Discrimination,2,FALSE,Dark
Dissociation,3,FALSE,Mental Health
Dissociative Identity Disorder,2,FALSE,Mental Healt
do not copy to another site,9,FALSE,Meta 
Do not repost,5,FALSE,Meta 
Do-Over,2,FALSE,Alternate Universe
Dom Wade Wilson,2,TRUE,Fandom
Dom!Steve,2,TRUE,Fandom
Dom/sub,4,FALSE,Sex
Dom/sub Undertones,8,FALSE,Sex
Domestic,12,FALSE,Family
Domestic Avengers,44,TRUE,Fandom
Domestic Fluff,26,FALSE,Fluff
Don't copy to another site,39,FALSE,Meta 
Dorks in Love,4,FALSE,Romance
Double Anal Penetration,2,FALSE,Sex
Drama,8,FALSE,Angst
Drinking,4,FALSE,Substance
Drug Use,2,FALSE,Substance
Drugs,3,FALSE,Substance
Drunkenness,3,FALSE,Substance
Dry Orgasm,2,FALSE,Sex
Dubcon Kissing,2,FALSE,Romance
Dubious Consent,8,FALSE,Sex
Dubious Morality,4,FALSE,Meta 
Dysfunctional Family,3,FALSE,Family
Early in Canon,2,FALSE,Canon
Edging,4,FALSE,Sex
Embarrassed Peter Parker,3,TRUE,Fandom
Embarrassment,6,FALSE,Angst
Embedded Images,2,FALSE,Meta
Emotional Abuse,2,FALSE,Abuse
Emotional Hurt,7,FALSE,Angst
Emotional Hurt/Comfort,78,FALSE,Angst
Emotional Manipulation,2,FALSE,Abuse
Emotional/Psychological Abuse,6,FALSE,Abuse
Emotionally Repressed,2,FALSE,Angst
Enemies to Friends to Lovers,15,FALSE,Romance
Enemies to Lovers,6,FALSE,Romance
Enthusiastic Consent,2,FALSE,Sex
Established Relationship,26,FALSE,Romance
Eventual Fluff,4,FALSE,Fluff
Eventual Happy Ending,7,FALSE,Fluff
Eventual Relationships,2,FALSE,Romance
Eventual Romance,5,FALSE,Romance
Eventual Smut,11,FALSE,Sex
eventually,2,FALSE,Meta 
Ever - Freeform,3,FALSE,Meta
Everyone Has Issues,2,FALSE,Mental Healt
Everyone Is Alive,4,TRUE,Fandom
Everyone loves Peter,3,TRUE,Fandom
Everyone Loves Peter Parker,10,TRUE,Fandom
Everyone Needs A Hug,3,TRUE,Fandom
Exhibitionism,4,FALSE,Sex
Existential Crisis,2,FALSE,Mental Health
Explicit Language,8,FALSE,Meta 
Explicit Sexual Content,24,FALSE,Sex
Extremis,6,FALSE,Dark
Extremis Tony Stark,11,TRUE,Fandom
Face-Fucking,2,FALSE,Sex
Fake Marriage,4,FALSE,Romance
Fake/Pretend Relationship,14,FALSE,Romance
Falling In Love,15,FALSE,Romance
Families of Choice,11,FALSE,Family
Family,13,FALSE,Family
Family Bonding,3,FALSE,Family
Family Drama,2,FALSE,Family
Family Feels,12,FALSE,Family
Family Fluff,10,FALSE,Family
Fantastic Racism,2,FALSE,Abuse
Father Figures,2,FALSE,Family
Father-Son Relationship,37,FALSE,Family
Fatherhood,4,FALSE,Family
Feelings,4,FALSE,Romance
Feels,6,FALSE,Angst
Female Harry Potter,5,TRUE,Fandom
Female Tony Stark,5,TRUE,Fandom
Field Trip,41,FALSE,Action
field trip to stark industries,2,TRUE,Fandom
Fights,2,FALSE,Action
Fingerfucking,2,FALSE,Sex
Fingering,3,FALSE,Sex
First Date,3,FALSE,Romance
First Kiss,24,FALSE,Romance
First Kisses,2,FALSE,Romance
First Meetings,13,FALSE,Romance
First Time,38,FALSE,Sex
Fix-It,23,FALSE,Alternate Universe
Fix-It of Sorts,16,FALSE,Alternate Universe
Flash is a dick,4,TRUE,Fandom
Flash is a jerk,2,TRUE,Fandom
Flash Thompson Being A Jerk,10,TRUE,Fandom
Flash Thompson Bullies Peter Parker,5,TRUE,Fandom
Flash Thompson Redemption,7,TRUE,Fandom
Flashbacks,9,FALSE,Meta 
Flirting,15,FALSE,Romance
Fluff,199,FALSE,Fluff
Fluff and Angst,56,FALSE,Fluff
Fluff and Crack,9,FALSE,Fluff
Fluff and Humor,39,FALSE,Fluff
Fluff and Smut,12,FALSE,Sex
Fluffy Ending,2,FALSE,Fluff
flustered Tony,3,TRUE,Fandom
Food Porn,3,FALSE,Other
Forced Orgasm,3,FALSE,Sex
Forehead Kisses,5,FALSE,Romance
Forgiveness,5,FALSE,Romance
Foster Care,5,FALSE,Family
Found Family,22,FALSE,Family
Friends to Lovers,22,FALSE,Romance
Friends With Benefits,4,FALSE,Family
Friendship,33,FALSE,Family
Friendship/Love,3,FALSE,Romance
FrostIron - Freeform,3,TRUE,Fandom
Frottage,6,FALSE,Sex
Fuck Or Die,2,FALSE,Sex
Gay Bucky Barnes,4,TRUE,Fandom
Gen Work,3,FALSE,Meta
Genderfluid Loki (Marvel),3,TRUE,Fandom
Genderswap,2,FALSE,Other
Genius Peter Parker,15,TRUE,Fandom
Genius Shuri (Marvel),2,TRUE,Fandom
Genius Tony Stark,5,TRUE,Fandom
Gentle Sex,2,FALSE,Sex
Get Together,5,FALSE,Romance
Getting to Know Each Other,3,FALSE,Romance
Getting Together,25,FALSE,Romance
Ghosts,3,FALSE,Magic
Gift Giving,2,FALSE,Other
Good Friend Ned Leeds,11,TRUE,Fandom
Good Loki (Marvel),5,TRUE,Fandom
Good Sibling Jason Todd,3,TRUE,Fandom
Goofy Wade,2,TRUE,Fandom
Gratuitous Smut,2,FALSE,Sex
Grief,4,FALSE,Mental Health
Grief/Mourning,9,FALSE,Mental Health
Grinding,2,FALSE,Sex
Group chat,2,FALSE,Other
Guilt,7,FALSE,Angst
Gun Violence,4,FALSE,Dark
Guns,2,FALSE,Action
Gunshot Wounds,3,FALSE,Action
Hair Braiding,2,FALSE,Other
hand holding,3,FALSE,Romance
Hand Jobs,10,FALSE,Sex
Happily Ever After,3,FALSE,Fluff
Happy Ending,41,FALSE,Fluff
happy endings,2,FALSE,Fluff
Happy Hogan is a Good Bro,3,TRUE,Fandom
Happy Tony Stark,2,TRUE,Fandom
Harley Keener is a Good Bro,4,TRUE,Fandom
Harry is a Little Shit,2,TRUE,Fandom
Harry Needs a Hug,2,TRUE,Fandom
Harry Potter Epilogue What Epilogue | EWE,2,TRUE,Fandom
Harry Potter is Loki (Marvel)'s Child,2,TRUE,Fandom
Harry Potter is Tony Stark's Child,3,TRUE,Fandom
Hate Sex,2,FALSE,Sex
Hawaiian Percy Jackson,3,TRUE,Fandom
Healing,18,FALSE,Mental Health
Heavy Angst,3,FALSE,Angst
Hero Worship,2,FALSE,Meta 
High School,4,FALSE,Other
Hijinks & Shenanigans,5,FALSE,Fluff
History,2,FALSE,Other
Homeless Peter Parker,13,TRUE,Fandom
Homelessness,3,FALSE,Angst
Homophobia,6,FALSE,Dark
Homophobic Language,3,FALSE,Meta 
Hospitalization,2,FALSE,Mental Health
Hospitals,3,FALSE,Other
Hostage Situations,5,FALSE,Angst
How Do I Tag,6,FALSE,Meta 
Howard Stark's A+ Parenting,28,TRUE,Fandom
Howard Stark's Bad Parenting,4,TRUE,Fandom
Howard's A+ Parenting,2,TRUE,Fandom
HP: EWE,2,TRUE,Fandom
Hugging,5,FALSE,Fluff
Hugs,5,FALSE,Fluff
Human Disaster Matt Murdock,4,TRUE,Fandom
Humiliation,2,FALSE,Angst
Humiliation kink,2,FALSE,Sex
Humor,111,FALSE,Fluff
Humour,4,FALSE,Fluff
Hurt,4,FALSE,Angst
Hurt Bucky Barnes,6,TRUE,Fandom
Hurt Clint Barton,2,TRUE,Fandom
Hurt Loki (Marvel),4,TRUE,Fandom
Hurt Matt Murdock,2,TRUE,Fandom
Hurt Peter,21,TRUE,Fandom
Hurt Peter Parker,51,TRUE,Fandom
Hurt Steve Rogers,2,TRUE,Fandom
Hurt Tony,5,TRUE,Fandom
Hurt Tony Stark,34,TRUE,Fandom
Hurt Wade,2,TRUE,Fandom
Hurt/Comfort,143,FALSE,Angst
Hydra,3,TRUE,Fandom
Hydra (Marvel),7,TRUE,Fandom
Hydra Peter Parker,3,TRUE,Fandom
Hypothermia,2,FALSE,Angst
i guess?,2,FALSE,Meta
I promise,2,FALSE,Meta 
i think,2,FALSE,Meta
I Wrote This Instead of Sleeping,6,FALSE,Meta 
Identity Issues,11,FALSE,Angst
Identity Porn,18,FALSE,Sex
Identity Reveal,71,FALSE,Action
Idiots in Love,14,FALSE,Romance
Illnesses,4,FALSE,Mental Health
Immortality,3,FALSE,Magic
Implied Mpreg,2,FALSE,Sex
Implied Relationships,2,FALSE,Romance
Implied Sexual Content,3,FALSE,Sex
Implied/Referenced Alcohol Abuse/Alcoholism,3,FALSE,Substance
Implied/Referenced Character Death,2,TRUE,Fandom
Implied/Referenced Child Abuse,25,FALSE,Abuse
Implied/Referenced Rape/Non-con,6,FALSE,Abuse
Implied/Referenced Self-Harm,5,FALSE,Mental Health
Implied/Referenced Suicide,7,FALSE,Mental Health
Implied/Referenced Suicide attempt,2,FALSE,Mental Health
Implied/Referenced Torture,4,FALSE,Abuse
Imprisonment,3,FALSE,Angst
In This Fic We Love And Cherish All Canon Characters,2,FALSE,Meta
Inappropriate Humor,2,FALSE,Fluff
Infantilism,2,FALSE,Mental Health
Infinity Gems,3,FALSE,Magic
Infinity Stones,2,FALSE,Magic
infinity war arc but better,2,FALSE,Alternate Universe
Injured Peter Parker,7,TRUE,Fandom
injuries,3,FALSE,Angst
Injury,6,FALSE,Dark
Insecure Peter,2,TRUE,Fandom
Insecure Peter Parker,4,TRUE,Fandom
Insecure Tony,6,TRUE,Fandom
Insecure Tony Stark,6,TRUE,Fandom
Insecure Wade,2,TRUE,Fandom
Insecurity,8,FALSE,Angst
Inspired by Addams Family,2,FALSE,Meta
Instagram,2,FALSE,Other
Instances of Panic Attacks,2,FALSE,Mental Healt
Intern Peter Parker,10,TRUE,Fandom
Internalized Homophobia,5,FALSE,Mental Health
Internalized racism,2,FALSE,Mental Healt
Interns & Internships,9,FALSE,Other
Internship,2,FALSE,Other
Intersex Loki,4,TRUE,Fandom
Intersex Loki (Marvel),3,TRUE,Fandom
Interviews,3,FALSE,Other
Introspection,2,FALSE,Mental Health
Iron Dad,9,TRUE,Fandom
Iron dad and Spider son,2,TRUE,Fandom
Iron Family,2,TRUE,Fandom
Iron Man 1,2,TRUE,Fandom
Iron-Dad,3,TRUE,Fandom
Irondad,50,TRUE,Fandom
IronDad and SpiderSon,3,TRUE,Fandom
Irondad Spiderson - Freeform,2,TRUE,Fandom
IronStrange,10,TRUE,Fandom
